image_path,label,source_id,split,pair_type
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0037.png,1,37,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0041.png,1,41,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0042.png,1,42,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0043.png,1,43,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0044.png,1,44,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0045.png,1,45,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0046.png,1,46,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0048.png,1,48,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0049.png,1,49,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0050.png,1,50,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0051.png,1,51,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0052.png,1,52,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0053.png,1,53,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0054.png,1,54,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0055.png,1,55,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0056.png,1,56,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0057.png,1,57,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0058.png,1,58,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0060.png,1,60,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0061.png,1,61,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0062.png,1,62,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0063.png,1,63,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0065.png,1,65,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0066.png,1,66,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0067.png,1,67,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0068.png,1,68,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0069.png,1,69,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0070.png,1,70,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0071.png,1,71,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0072.png,1,72,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0073.png,1,73,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0074.png,1,74,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0075.png,1,75,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0076.png,1,76,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0077.png,1,77,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0078.png,1,78,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0079.png,1,79,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0081.png,1,81,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0082.png,1,82,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0083.png,1,83,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0085.png,1,85,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0086.png,1,86,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0087.png,1,87,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0088.png,1,88,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0089.png,1,89,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0090.png,1,90,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0091.png,1,91,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0093.png,1,93,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0094.png,1,94,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0095.png,1,95,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0097.png,1,97,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0098.png,1,98,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0099.png,1,99,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0101.png,1,101,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0102.png,1,102,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0103.png,1,103,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0105.png,1,105,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0106.png,1,106,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0108.png,1,108,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0109.png,1,109,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0110.png,1,110,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0111.png,1,111,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0112.png,1,112,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0114.png,1,114,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0115.png,1,115,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0116.png,1,116,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0117.png,1,117,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0119.png,1,119,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0120.png,1,120,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0123.png,1,123,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0125.png,1,125,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0126.png,1,126,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0127.png,1,127,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0129.png,1,129,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0130.png,1,130,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0131.png,1,131,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0133.png,1,133,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0134.png,1,134,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0136.png,1,136,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0137.png,1,137,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0139.png,1,139,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0141.png,1,141,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0142.png,1,142,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0143.png,1,143,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0145.png,1,145,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0146.png,1,146,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0147.png,1,147,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0149.png,1,149,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0150.png,1,150,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0151.png,1,151,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0152.png,1,152,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0153.png,1,153,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0154.png,1,154,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0157.png,1,157,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0158.png,1,158,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0159.png,1,159,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0160.png,1,160,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0162.png,1,162,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0163.png,1,163,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0165.png,1,165,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0167.png,1,167,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0168.png,1,168,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0169.png,1,169,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0171.png,1,171,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0172.png,1,172,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0173.png,1,173,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0174.png,1,174,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0175.png,1,175,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0176.png,1,176,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0177.png,1,177,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0179.png,1,179,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0180.png,1,180,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0181.png,1,181,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0182.png,1,182,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0183.png,1,183,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0184.png,1,184,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0185.png,1,185,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0187.png,1,187,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0188.png,1,188,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0189.png,1,189,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0190.png,1,190,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0192.png,1,192,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0193.png,1,193,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0194.png,1,194,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0197.png,1,197,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0198.png,1,198,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0199.png,1,199,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0200.png,1,200,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0201.png,1,201,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0202.png,1,202,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0204.png,1,204,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0206.png,1,206,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0207.png,1,207,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0208.png,1,208,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0209.png,1,209,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0210.png,1,210,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0211.png,1,211,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0212.png,1,212,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0214.png,1,214,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0216.png,1,216,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0217.png,1,217,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0218.png,1,218,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0219.png,1,219,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0220.png,1,220,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0221.png,1,221,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0222.png,1,222,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0223.png,1,223,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0225.png,1,225,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0226.png,1,226,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0227.png,1,227,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0228.png,1,228,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0229.png,1,229,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0230.png,1,230,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0231.png,1,231,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0232.png,1,232,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0234.png,1,234,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0235.png,1,235,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0236.png,1,236,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0238.png,1,238,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0239.png,1,239,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0241.png,1,241,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0242.png,1,242,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0243.png,1,243,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0244.png,1,244,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0245.png,1,245,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0246.png,1,246,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0248.png,1,248,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0249.png,1,249,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0250.png,1,250,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0251.png,1,251,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0252.png,1,252,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0254.png,1,254,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0256.png,1,256,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0257.png,1,257,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0258.png,1,258,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0260.png,1,260,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0261.png,1,261,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0262.png,1,262,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0263.png,1,263,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0264.png,1,264,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0265.png,1,265,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0266.png,1,266,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0267.png,1,267,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0268.png,1,268,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0269.png,1,269,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0270.png,1,270,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0271.png,1,271,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0272.png,1,272,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0273.png,1,273,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0274.png,1,274,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0275.png,1,275,train,positive
/root/autodl-tmp/qkzhang/cqt_v2/dataset_images_PM_noisy_cqt/lensed/pos_0276.png,1,276,train,positive
